Stock ID,8:00:00,8:01:00,8:02:00,8:03:00,8:04:00,8:05:00,8:06:00,8:07:00,8:08:00,8:09:00,8:10:00,8:11:00,8:12:00,8:13:00,8:14:00,8:15:00,8:16:00,8:17:00,8:18:00,8:19:00,8:20:00,8:21:00,8:22:00,8:23:00,8:24:00,8:25:00,8:26:00,8:27:00,8:28:00,8:29:00,8:30:00,8:31:00,8:32:00,8:33:00,8:34:00,8:35:00,8:36:00,8:37:00,8:38:00,8:39:00,8:40:00,8:41:00,8:42:00,8:43:00,8:44:00,8:45:00,8:46:00,8:47:00,8:48:00,8:49:00,8:50:00,8:51:00,8:52:00,8:53:00,8:54:00,8:55:00,8:56:00,8:57:00,8:58:00,8:59:00,9:00:00,9:01:00,9:02:00,9:03:00,9:04:00,9:05:00,9:06:00,9:07:00,9:08:00,9:09:00,9:10:00,9:11:00,9:12:00,9:13:00,9:14:00,9:15:00,9:16:00,9:17:00,9:18:00,9:19:00,9:20:00,9:21:00,9:22:00,9:23:00,9:24:00,9:25:00,9:26:00,9:27:00,9:28:00,9:29:00,.9 - <1.1 Ratio,>1.1 - <1.2 Ratio,1.2 - <1.35 Ratio,1.35 - <1.50 Ratio,1.5+ Ratio,.01 - .5 Price,.5 - 1 Price,1 - 2 Price,2 - 3 Price,3 - 5 Price,5 - 10 Price,10 - 14 Price,>14 Price,<1M Vol,1M - <3M Vol,3M - <5M Vol,5M - <10M Vol,10M - 20M Vol,>20M Vol,IsTuesday,IsWednesday,IsThursday,IsFriday,ActualOutcome
0,1.483636364,1.501818182,1.483090909,1.490363636,1.487272727,1.505454545,1.505454545,1.505672727,1.530909091,1.530545455,1.524181818,1.530909091,1.527272727,1.527272727,1.530363636,1.526727273,1.523636364,1.523636364,1.527272727,1.509090909,1.501818182,1.512727273,1.509636364,1.515818182,1.509090909,1.505454545,1.5052,1.509090909,1.512727273,1.512727273,1.516363636,1.519454545,1.519963636,1.516509091,1.516363636,1.523636364,1.520545455,1.523636364,1.526909091,1.52,1.52,1.527272727,1.523963636,1.534545455,1.538181818,1.527272727,1.530909091,1.523636364,1.523636364,1.524181818,1.52,1.52,1.520545455,1.523636364,1.523636364,1.530363636,1.526727273,1.527272727,1.523636364,1.524181818,1.527272727,1.526727273,1.526727273,1.526727273,1.524181818,1.524181818,1.523927273,1.520145455,1.523927273,1.530363636,1.527272727,1.527272727,1.523636364,1.526727273,1.523709091,1.526727273,1.526727273,1.52,1.52,1.52,1.523636364,1.52,1.523636364,1.5236,1.523636364,1.526727273,1.530363636,1.527272727,1.526727273,1.52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1.3,1.316,1.312,1.304,1.296,1.296,1.304,1.304,1.304,1.304,1.3116,1.304,1.304,1.312,1.3,1.304,1.296,1.296,1.3,1.3,1.276,1.268,1.268,1.264,1.26,1.248,1.248,1.252,1.248,1.24404,1.248,1.25204,1.252,1.256,1.256,1.256,1.252,1.26,1.26,1.256,1.252,1.256,1.26,1.26,1.256,1.26,1.256,1.26,1.256,1.26,1.264,1.27196,1.2716,1.268,1.276,1.276,1.268,1.268,1.272,1.272,1.272,1.268,1.276,1.27596,1.276,1.272,1.256,1.236,1.228,1.232,1.228,1.232,1.232,1.236,1.24,1.232,1.224,1.208,1.208,1.204,1.208,1.204,1.18004,1.184,1.188,1.196,1.188,1.196,1.192,1.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016248865,1.016348774,1.014532243,1.014532243,1.014532243,1.014532243,1.014632153,1.017257039,1.017257039,1.016348774,1.014595822,1.016348774,1.016348774,1.016348774,1.017257039,1.015440509,1.023614896,1.017257039,1.019073569,1.019073569,1.016348774,1.023614896,1.023614896,1.029064487,1.039055404,1.032697548,1.030881017,1.030881017,1.030881017,1.025431426,1.017257039,1.028156222,1.028156222,1.026339691,1.028056312,1.035422343,1.035422343,1.035422343,1.035322434,1.030881017,1.030881017,1.030881017,1.027247956,1.034514078,1.034514078,1.0344505,1.030881017,1.035422343,1.034514078,1.036330609,1.035422343,1.045413261,1.046321526,1.053587648,1.055404178,1.045413261,1.028156222,1.029064487,1.011807448,1.008174387,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,1.168163265,1.026938776,1.144489796,1.167346939,1.167346939,1.142857143,1.167346939,1.182857143,1.182857143,1.183673469,1.253877551,1.199183673,1.2,1.2,1.183673469,1.190204082,1.199183673,1.2,1.199183673,1.199183673,1.199183673,1.153469388,1.153469388,1.199183673,1.163265306,1.195918367,1.163265306,1.163265306,1.198367347,1.19755102,1.19755102,1.195918367,1.167346939,1.2,1.167346939,1.198367347,1.198367347,1.158367347,1.167346939,1.165714286,1.158367347,1.158367347,1.193469388,1.191020408,1.14122449,1.142040816,1.14122449,1.14122449,1.143673469,1.177142857,1.17877551,1.170612245,1.170612245,1.142857143,1.142857143,1.177142857,1.151836735,1.182857143,1.18122449,1.18122449,1.169795918,1.182857143,1.182857143,1.182857143,1.183673469,1.18122449,1.182857143,1.182857143,1.182857143,1.182857143,1.182857143,1.144489796,1.164081633,1.142857143,1.140408163,1.140408163,1.128979592,1.131428571,1.14122449,1.131428571,1.105306122,1.130612245,1.133877551,1.111836735,1.102040816,1.102040816,1.10122449,1.084897959,1.089795918,1.111020408,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,1.834042553,1.825531915,1.814893617,1.812765957,1.808510638,1.810638298,1.840425532,1.834042553,1.793617021,1.793617021,1.806382979,1.808510638,1.840425532,1.840425532,1.863829787,1.868085106,1.85106383,1.874468085,1.876595745,1.89787234,1.910638298,1.870212766,1.872340426,1.974468085,2.031914894,2.014893617,2.065957447,2.082978723,2.04893617,2.010638298,1.99787234,1.970212766,1.987234043,1.942553191,1.944680851,1.936170213,1.934042553,1.927659574,1.912765957,1.906382979,1.914893617,1.893617021,1.893617021,1.891489362,1.885106383,1.887234043,1.882978723,1.872340426,1.85106383,1.846808511,1.84893617,1.842553191,1.836170213,1.861702128,1.878723404,1.872340426,1.876595745,1.876617021,1.880851064,1.876595745,1.882957447,1.861702128,1.872340426,1.865957447,1.874468085,1.872340426,1.863829787,1.861702128,1.861702128,1.861702128,1.831914894,1.791489362,1.787234043,1.79787234,1.765957447,1.770212766,1.776595745,1.765957447,1.8,1.795744681,1.785106383,1.721276596,1.717021277,1.719148936,1.721276596,1.704255319,1.712765957,1.70212766,1.714893617,1.714893617,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5,1.576401274,1.703821656,1.789808917,1.824601911,1.904458599,2.152866242,2.085987261,2.007961783,2.022292994,1.979299363,1.96656051,2.017515924,1.988853503,2.040605096,2.038216561,2.041401274,2.020461783,2.036624204,2.006369427,1.964968153,1.96656051,1.987022293,1.974283439,1.97133758,1.993630573,1.977707006,1.966321656,1.948805732,1.950636943,1.925127389,1.934952229,1.906050955,1.910828025,1.888535032,1.918789809,1.904458599,2.015923567,2.038216561,2.011146497,1.97611465,1.96656051,1.920382166,1.939490446,1.936305732,1.918789809,1.923566879,1.908996815,1.912659236,1.909235669,1.902866242,1.856687898,1.902627389,1.880573248,1.875557325,1.866242038,1.899681529,1.867595541,1.843949045,1.839410828,1.853455414,1.854856688,1.855095541,1.854856688,1.835987261,1.823248408,1.831050955,1.812101911,1.811305732,1.786624204,1.807324841,1.813694268,1.813694268,1.813694268,1.785270701,1.765923567,1.770700637,1.767515924,1.765764331,1.746815287,1.757961783,1.76433121,1.775477707,1.797770701,1.799363057,1.794585987,1.780254777,1.78343949,1.780254777,1.775716561,1.780254777,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.32983683,1.313519814,1.316841492,1.317016317,1.315850816,1.313519814,1.314685315,1.316841492,1.31486014,1.314685315,1.317016317,1.316841492,1.316841492,1.317016317,1.315850816,1.314685315,1.317191142,1.317191142,1.317016317,1.318181818,1.320512821,1.321631702,1.321095571,1.324009324,1.324009324,1.323834499,1.321678322,1.320687646,1.320512821,1.318181818,1.321678322,1.321678322,1.321678322,1.321503497,1.320512821,1.321678322,1.320512821,1.321503497,1.320512821,1.320512821,1.320512821,1.321503497,1.319347319,1.320512821,1.319347319,1.319347319,1.319347319,1.3204662,1.319347319,1.319522145,1.320512821,1.320512821,1.31993007,1.319522145,1.320512821,1.31993007,1.320512821,1.320337995,1.319347319,1.321678322,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.112903226,1.217741935,1.217741935,1.435483871,1.435483871,1.527419355,1.493387097,1.612903226,1.483870968,1.629032258,1.935483871,1.903225806,2.258064516,2.209677419,2.274193548,2.306451613,2.306451613,2.306451613,2.35483871,2.499677419,2.709677419,2.629032258,2.467741935,2.387096774,2.403225806,2.338709677,2.532258065,2.419354839,2.467741935,2.387096774,2.467741935,2.403225806,2.419354839,2.290322581,2.177419355,2.192096774,2.289354839,2.209677419,2.225806452,2.112903226,2.14516129,2.016129032,2,2.064516129,2.016129032,1.903225806,1.935483871,1.919354839,2.032258065,2.064516129,2.129032258,2.064516129,2.14516129,2.096774194,2.080645161,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8,0.9605263158,0.9605263158,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9947368421,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9789473684,0.9605263158,1.078947368,1.089473684,1.105263158,1.157894737,1.136842105,1.292105263,1.236842105,1.278947368,1.273684211,1.257894737,1.223684211,1.236842105,1.2,1.160526316,1.184210526,1.178947368,1.15,1.152631579,1.194736842,1.197289474,1.147368421,1.152631579,1.128947368,1.115789474,1.15,1.123684211,1.139473684,1.15,1.144736842,1.15,1.123684211,1.160526316,1.144736842,1.15,1.160526316,1.144736842,1.157894737,1.257894737,1.239473684,1.426315789,1.536842105,1.5,1.5,1.526315789,1.497368421,1.507894737,1.4895,1.473684211,1.452631579,1.460526316,1.436842105,1.460526316,1.436842105,1.431578947,1.436842105,1.418421053,1.45,1.407894737,1.389473684,1.384210526,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.576470588,1.588235294,1.847058824,1.905882353,2.317647059,2.658823529,2.552941176,2.682352941,2.8,3.458823529,3.529411765,3.599411765,3.835294118,3.682352941,3.811764706,3.870588235,3.788235294,3.717647059,3.776470588,3.705882353,3.776117647,3.858823529,3.847058824,3.776470588,3.741176471,3.717647059,3.717647059,3.788235294,3.823529412,3.941176471,4.058823529,4.458823529,4.352941176,4.317647059,4.564705882,4.305882353,4.152941176,4.223529412,4.023529412,4.047058824,4.047058824,4.2,4.105882353,4.070588235,4.082352941,4.117647059,4.070588235,4.105882353,4.070588235,4.105882353,4.082352941,4.047058824,4.058823529,3.929411765,3.976470588,4.011764706,3.941176471,3.941176471,3.941176471,3.941176471,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,1.1015625,1.109375,1.109375,1.234375,1.2109375,1.2734375,1.25,1.2265625,1.2890625,1.265625,1.3125,1.3515625,1.4296875,1.421875,1.375,1.3828125,1.3125,1.3046875,1.343671875,1.265625,1.328125,1.3125,1.296875,1.2734375,1.34375,1.296875,1.328125,1.3125,1.3203125,1.3125,1.3046875,1.2734375,1.2421875,1.2578125,1.28125,1.2578125,1.2578125,1.2265625,1.2578125,1.2734375,1.2734375,1.2578125,1.2578125,1.25,1.28890625,1.28125,1.3046875,1.28125,1.2890625,1.28125,1.2734375,1.2734375,1.2734375,1.28125,1.28125,1.2734375,1.2578125,1.2578125,1.2578125,1.25,1.25,1.2421875,1.234375,1.2421875,1.25,1.2734375,1.265625,1.2734375,1.2421875,1.1640625,1.203046875,1.1796875,1.1484375,1.15625,1.1953125,1.1875,1.203125,1.203125,1.234375,1.2421875,1.2421875,1.2109375,1.171875,1.1875,1.171875,1.1796875,1.187265625,1.1796875,1.1484375,1.15625,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11,1,0.9763313609,0.9763313609,0.9779881657,1.00591716,1.017751479,1.017751479,1.017751479,1.017751479,1.017751479,1.017751479,1.01183432,1.01183432,1.01183432,1.01183432,0.9763313609,1.013609467,1.013017751,1.013017751,1.01147929,0.9763313609,0.9763313609,0.9763313609,1.008284024,1.008284024,1.005266272,0.9940828402,1.023668639,1.023668639,1.023668639,1.088757396,1.142011834,1.218934911,1.213017751,1.272189349,1.278106509,1.272189349,1.272189349,1.24852071,1.224852071,1.177514793,1.165680473,1.106508876,1.130177515,1.106508876,1.088757396,1.124260355,1.100591716,1.112426036,1.106508876,1.094674556,1.094615385,1.076923077,1.071005917,1.076923077,1.088757396,1.112426036,1.112426036,1.106508876,1.118343195,1.112011834,1.112426036,1.094674556,1.091715976,1.094674556,1.071005917,1.082840237,1.065088757,1.071005917,1.082840237,1.076923077,1.082840237,1.076923077,1.082426036,1.076923077,1.082840237,1.088757396,1.094674556,1.094792899,1.094674556,1.106508876,1.118343195,1.124260355,1.112426036,1.118343195,1.100591716,1.112485207,1.124260355,1.118343195,1.12408284,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
12,1.156853933,1.262696629,1.15258427,1.151011236,1.149662921,1.15258427,1.152808989,1.157078652,1.15752809,1.157752809,1.168314607,1.16741573,1.168539326,1.16741573,1.173033708,1.168988764,1.188539326,1.187640449,1.193258427,1.201573034,1.201797753,1.201797753,1.188764045,1.188764045,1.199101124,1.19505618,1.202247191,1.202022472,1.205168539,1.202247191,1.190786517,1.191011236,1.190561798,1.168539326,1.18988764,1.168539326,1.18988764,1.190786517,1.182696629,1.188764045,1.18988764,1.188988764,1.16,1.162022472,1.168314607,1.165617978,1.165617978,1.165393258,1.161573034,1.150786517,1.163370787,1.168539326,1.161797753,1.16741573,1.16741573,1.16741573,1.166966292,1.158651685,1.15752809,1.168539326,1.168089888,1.168089888,1.15752809,1.168089888,1.15752809,1.15752809,1.167865169,1.167865169,1.164269663,1.166741573,1.16494382,1.165842697,1.165842697,1.162247191,1.163820225,1.163820225,1.158426966,1.163820225,1.163820225,1.168314607,1.168539326,1.168539326,1.159550562,1.16741573,1.166292135,1.159550562,1.157303371,1.157303371,1.153932584,1.150337079,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13,1.721311475,1.721311475,1.844262295,1.942622951,1.93442623,1.860655738,1.868852459,1.803278689,1.836065574,1.868852459,1.860655738,1.852459016,1.836065574,1.770491803,1.754098361,1.901639344,1.901639344,1.852459016,1.885245902,1.852459016,1.786885246,1.827868852,1.827868852,1.827868852,1.885245902,1.868852459,1.836065574,1.885245902,1.844262295,1.836065574,1.836065574,1.87704918,1.860655738,1.852622951,1.868852459,1.93442623,1.950819672,1.901639344,1.901639344,1.93442623,1.901639344,1.868852459,1.885245902,1.852459016,1.844262295,1.81147541,1.85147541,1.852459016,1.852459016,1.836065574,1.836065574,1.819672131,1.819672131,1.836065574,1.836065574,1.868852459,1.868852459,1.852459016,1.860655738,1.868852459,1.852459016,1.819672131,1.819672131,1.704918033,1.868852459,1.852459016,1.819672131,1.81852459,1.786885246,1.803278689,1.803278689,1.754098361,1.770491803,1.770491803,1.754098361,1.770491803,1.786885246,1.803278689,1.819672131,1.836065574,1.868852459,1.852459016,1.819672131,1.786885246,1.754098361,1.786885246,1.786885246,1.803278689,1.786885246,1.737704918,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
14,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9383240223,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9669273743,0.9669273743,0.9669273743,0.9669273743,0.9669273743,0.9579888268,0.9579888268,0.9579888268,0.9579888268,0.9579888268,0.9579888268,0.9579888268,0.9620111732,0.9669273743,0.9669273743,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,0.9222346369,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15,1.192109777,1.279588336,1.272727273,1.19897084,1.193825043,1.196998285,1.181818182,1.17838765,1.166380789,1.176672384,1.176672384,1.180360206,1.185248714,1.180102916,1.183276158,1.185506003,1.186963979,1.191852487,1.19296741,1.185506003,1.186963979,1.190137221,1.190394511,1.200686106,1.190394511,1.188679245,1.197255575,1.296740995,1.209005146,1.212692967,1.214408233,1.216123499,1.214408233,1.212692967,1.193979417,1.204116638,1.204116638,1.209262436,1.210977702,1.20754717,1.20754717,1.20754717,1.204116638,1.20754717,1.210977702,1.204116638,1.202401372,1.202658662,1.205831904,1.204116638,1.202401372,1.205831904,1.204116638,1.215866209,1.214150943,1.20754717,1.209262436,1.193825043,1.181560892,1.188679245,1.185248714,1.176672384,1.180102916,1.180360206,1.181818182,1.185248714,1.190394511,1.192109777,1.183533448,1.183533448,1.183516295,1.185248714,1.183533448,1.197255575,1.193825043,1.197255575,1.204116638,1.209262436,1.204116638,1.209262436,1.205831904,1.200686106,1.202144082,1.202401372,1.202401372,1.205831904,1.202401372,1.20754717,1.192109777,1.181818182,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
16,2.101694915,2.101694915,2,2.06779661,2.101694915,2.118644068,2.067627119,2.13559322,2.254237288,2.169491525,2.118644068,2.186440678,2.203389831,2.288135593,2.254237288,2.152542373,2.186440678,2.288135593,2.203389831,2.203389831,2.169491525,2.186440678,2.13559322,2.134745763,2.237288136,2.203389831,2.236610169,2.220338983,2.220338983,2.271186441,2.220338983,2.237288136,2.322033898,2.406779661,2.440677966,2.423728814,2.440677966,2.372881356,2.355932203,2.372881356,2.423728814,2.491525424,2.525423729,2.525423729,2.525423729,2.508474576,2.525423729,2.525423729,2.576271186,2.559322034,2.559322034,2.559322034,2.593220339,2.610169492,2.593220339,2.576271186,2.576271186,2.576271186,2.508474576,2.491525424,2.491525424,2.491525424,2.474576271,2.490508475,2.483050847,2.474576271,2.474576271,2.440677966,2.389830508,2.372881356,2.305084746,2.355932203,2.389830508,2.406779661,2.423728814,2.440677966,2.406779661,2.509322034,2.644067797,2.559322034,2.508474576,2.542372881,2.576271186,2.576271186,2.576271186,2.559322034,2.593220339,2.508474576,2.474576271,2.525423729,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17,1.163461538,1.297884615,1.173076923,1.182692308,1.144230769,1.125,1.153846154,1.144230769,1.144230769,1.144230769,1.144230769,1.144230769,1.125,1.134615385,1.134615385,1.125,1.125,1.134615385,1.125,1.125,1.144230769,1.173076923,1.163461538,1.173076923,1.163461538,1.163461538,1.182692308,1.288461538,1.269230769,1.240480769,1.298076923,1.298076923,1.355769231,1.403846154,1.375,1.365384615,1.451923077,1.480769231,1.586538462,1.596153846,1.596153846,1.538461538,1.548076923,1.519230769,1.538461538,1.528846154,1.509615385,1.528846154,1.528846154,1.5,1.451923077,1.461538462,1.471153846,1.432692308,1.471153846,1.480096154,1.461538462,1.480769231,1.461538462,1.461538462,1.442307692,1.451923077,1.432692308,1.432692308,1.375,1.307692308,1.346153846,1.346153846,1.336538462,1.336442308,1.346153846,1.346153846,1.355769231,1.355769231,1.384615385,1.384615385,1.365384615,1.384615385,1.413461538,1.442307692,1.509615385,1.548076923,1.519230769,1.509615385,1.471153846,1.451923077,1.432692308,1.384615385,1.403269231,1.384615385,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
18,1.230769231,1.204013378,1.204013378,1.20367893,1.20367893,1.185618729,1.171906355,1.147157191,1.170568562,1.147491639,1.147491639,1.157525084,1.170568562,1.170568562,1.148160535,1.170568562,1.170234114,1.170234114,1.170234114,1.148829431,1.148160535,1.147826087,1.147157191,1.120401338,1.12909699,1.16722408,1.16722408,1.137123746,1.170568562,1.170234114,1.161538462,1.137458194,1.137458194,1.139130435,1.137123746,1.110367893,1.110367893,1.164548495,1.140133779,1.121070234,1.134782609,1.120735786,1.140133779,1.140133779,1.109698997,1.108361204,1.109698997,1.10735786,1.109698997,1.137123746,1.137123746,1.102341137,1.086956522,1.102675585,1.10367893,1.100334448,1.100334448,1.100334448,1.086956522,1.086956522,1.10367893,1.07458194,1.07458194,1.071237458,1.071237458,1.10367893,1.073913043,1.074247492,1.073913043,1.116722408,1.118729097,1.10367893,1.118394649,1.118394649,1.117391304,1.109698997,1.109698997,1.10367893,1.110367893,1.116722408,1.117056856,1.116722408,1.170568562,1.169899666,1.170568562,1.170568562,1.170234114,1.170234114,1.170568562,1.172909699,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,1.580674023,1.47628989,1.486728303,1.483745899,1.447360573,1.461377871,1.487026543,1.486430063,1.48404414,1.464956755,1.480763495,1.431852073,1.461377871,1.446764092,1.459886669,1.458991948,1.457500746,1.457500746,1.458991948,1.457500746,1.459290188,1.461377871,1.475991649,1.480465255,1.486728303,1.486430063,1.491201909,1.491201909,1.555621831,1.573814494,1.555920072,1.544885177,1.544288697,1.543393976,1.543990456,1.520131226,1.543393976,1.550849985,1.550849985,1.547569341,1.535937966,1.545481658,1.544288697,1.52311363,1.543990456,1.540411572,1.541902774,1.537429168,1.532657322,1.541902774,1.540411572,1.529078437,1.520727707,1.519832985,1.511780495,1.518640024,1.516552341,1.501938562,1.51595586,1.512675216,1.512675216,1.512973457,1.512675216,1.509394572,1.512675216,1.547867581,1.550849985,1.52371011,1.490903668,1.461377871,1.465254996,1.490008947,1.489710707,1.470026842,1.465851476,1.461377871,1.461377871,1.487921265,1.479272293,1.478974053,1.482254697,1.484938861,1.479272293,1.506113928,1.49209663,1.518640024,1.518640024,1.524008351,1.524008351,1.512078735,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20,1.724680851,1.733617021,1.70212766,1.675319149,1.584255319,1.617021277,1.659574468,1.630638298,1.657021277,1.659148936,1.652765957,1.637021277,1.625957447,1.638297872,1.63787234,1.614468085,1.609361702,1.611914894,1.608510638,1.596595745,1.617021277,1.614893617,1.604255319,1.603829787,1.596595745,1.604255319,1.598297872,1.59787234,1.604255319,1.595744681,1.595744681,1.600425532,1.603829787,1.603829787,1.593617021,1.604255319,1.604255319,1.603829787,1.638297872,1.69787234,1.69106383,1.661276596,1.671489362,1.67106383,1.697446809,1.70212766,1.715319149,1.713191489,1.661702128,1.658723404,1.677021277,1.656595745,1.659574468,1.675319149,1.686382979,1.673617021,1.68212766,1.675744681,1.680851064,1.680851064,1.688510638,1.676595745,1.66212766,1.659148936,1.668510638,1.659574468,1.675319149,1.672340426,1.680851064,1.66212766,1.672340426,1.672765957,1.659148936,1.646808511,1.619148936,1.644255319,1.635319149,1.626382979,1.617021277,1.625957447,1.633191489,1.636595745,1.631489362,1.636170213,1.636170213,1.635319149,1.608510638,1.616170213,1.613617021,1.581702128,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,1.221543474,1.425371615,1.384646711,1.404805539,1.384646711,1.364080635,1.360211769,1.262675626,1.323355732,1.323559357,1.350030544,1.30299328,1.222561596,1.259824883,1.24210955,1.224801466,1.252290776,1.260232132,1.292812055,1.262472002,1.262472002,1.267562615,1.26735899,1.26735899,1.261250255,1.232131949,1.232335573,1.226023213,1.24618204,1.244145795,1.24618204,1.267562615,1.247200163,1.262472002,1.262472002,1.258399511,1.229077581,1.255141519,1.22948483,1.245163918,1.262268377,1.262268377,1.262472002,1.262472002,1.267562615,1.267562615,1.255345144,1.24210955,1.242516799,1.262472002,1.24210955,1.24210955,1.242516799,1.24210955,1.24210955,1.262472002,1.262268377,1.262268377,1.242516799,1.254937895,1.261250255,1.242924048,1.242924048,1.262472002,1.242516799,1.24210955,1.213602118,1.20647526,1.206271635,1.198737528,1.181022195,1.191203421,1.181022195,1.190999796,1.191203421,1.191203421,1.191203421,1.221339849,1.181022195,1.160863368,1.139890043,1.140093667,1.140297292,1.190388923,1.180818571,1.126858074,1.176949705,1.152514763,1.152514763,1.17674608,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
